FID,OBJECTID,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,POINT_X,POINT_Y
6803,6616,9293.000000000000000,LAKE SHR.DR.W.,BRIAR,SB,NS,77, ,CHICAGO,1,Lake Shore Drive & Briar,-87.637994489999997,41.938870100000003
6804,6617,11774.000000000000000,HARLEM,FOREST PRESERVE AVENUE,SB,NS,90, ,NORRIDGE,1,Harlem & Forest Preserve Avenue,-87.807410239999996,41.954051870000001
6805,6618,5595.000000000000000,IRVING PARK,PIONEER,EB,NS,80, ,CHICAGO,1,Irving Park & Pioneer,-87.831894109999993,41.952100340000001
6806,6619,9693.000000000000000,GUNNISON,MOBILE,WB,NS,81W, ,CHICAGO,1,Gunnison & Mobile,-87.785449810000003,41.968493080000002
6807,6620,11920.000000000000000,CALIFORNIA,JARVIS,NB,NS,93, ,CHICAGO,1,California & Jarvis,-87.699573000000001,42.015600999999997
6808,6621,1062.000000000000000,LAKE SHORE,WAVELAND,SB,FS,"135,146,151,152", ,CHICAGO,1,Lake Shore & Waveland,-87.644544429999996,41.950277630000002
6809,6622,14616.000000000000000,CALIFORNIA,ROOSEVELT,SB,FS,94, ,CHICAGO,1,California & Roosevelt,-87.695993959999996,41.866217560000003
6810,6623,10433.000000000000000,CICERO,TOUHY,NB,FS,54A, ,LINCOLNWOOD,1,Cicero & Touhy,-87.747788049999997,42.011799420000003
6811,6624,3099.000000000000000,KEDZIE,63RD PLACE,EB,TERM,52, ,CHICAGO,1,Kedzie & 63rd Place Terminal,-87.703345619999993,41.778325260000003
6812,6625,2070.000000000000000,DIVISION,WASHTENAW,WB,NS,70, ,CHICAGO,1,Division & Washtenaw,-87.694190000000006,41.902994999999997
6813,6626,12045.000000000000000,LUNT,ROCKWELL,EB,NS,96, ,CHICAGO,1,Lunt & Rockwell,-87.695067760000001,42.008515989999999
6814,6627,12932.000000000000000,PULASKI,5200 SOUTH driveway,NB,NT,53A, ,CHICAGO,1,5200 S Pulaski,-87.723153370000006,41.798385840000002
6815,6628,11821.000000000000000,HARLEM,ARGYLE (south leg),NB,NT,90, ,CHICAGO,1,Harlem & Argyle,-87.806936469999997,41.970882959999997
6816,6629,13069.000000000000000,59TH STREET,WOLCOTT,WB,NS,59, ,CHICAGO,1,59th Street & Wolcott,-87.671550679999996,41.786723080000002
6817,6630,9643.000000000000000,AUSTIN,WABANSIA,NB,NS,91, ,CHICAGO,1,Austin & Wabansia,-87.775212999999994,41.910989000000001
6818,6631,4559.000000000000000,AUSTIN,58TH STREET,SB,NS,55A, ,CHICAGO,1,Austin & 58th Street,-87.771917999999999,41.787106999999999
6819,6632,277.000000000000000,ROOSEVELT,LAWNDALE,EB,NS,12, ,CHICAGO,1,Roosevelt & Lawndale,-87.717941920000001,41.866177770000000
6820,6633,17718.000000000000000,CLARENDON,WILSON,SB,NS,148, ,CHICAGO,1,Clarendon & Wilson,-87.650078960000002,41.965625420000002
6821,6634,2684.000000000000000,79TH STREET,CENTRAL PARK,WB,NS,79, ,CHICAGO,1,79th Street & Central Park,-87.711682999999994,41.749768000000003
6822,6635,12839.000000000000000,PULASKI,ANN LURIE,SB,FS,53A, ,CHICAGO,1,Pulaski & 42nd Place,-87.724026170000002,41.816195680000000
6823,6636,9046.000000000000000,PULASKI,13TH STREET,SB,NS,53, ,CHICAGO,1,Pulaski & 13th Street,-87.725179999999995,41.864420000000003
6824,6637,1975.000000000000000,DIVISION,PINE,EB,NS,70, ,CHICAGO,1,Division & Pine,-87.763935000000004,41.902101999999999
6825,6638,2421.000000000000000,STATE,GARFIELD,SB,FS,29, ,CHICAGO,1,State & Garfield,-87.625798829999994,41.794042339999997
6826,6639,9727.000000000000000,GUNNISON,OAK PARK,EB,NS,81W, ,HARWOOD HEIGHTS,1,Gunnison & Oak Park,-87.797827429999998,41.968283710000001
6827,6640,11775.000000000000000,HARLEM,IRVING PARK,SB,NS,90, ,NORRIDGE,1,Harlem & Irving Park,-87.807381469999996,41.952887230000002
6828,6641,138.000000000000000,JACKSON,KENTON,WB,FS,126, ,CHICAGO,1,Jackson & Kenton,-87.740695880000004,41.876965460000001
6829,6642,9879.000000000000000,HIGGINS,CENTRAL/EDMUNDS,SEB,NS,88, ,CHICAGO,1,Higgins & Central/Edmunds,-87.767701910000000,41.970300770000001
6830,6643,2515.000000000000000,COTTAGE GROVE,43RD STREET,NB,NS,4,N4,CHICAGO,1,Cottage Grove & 43rd Street,-87.606610439999997,41.816706869999997
6831,6644,6999.000000000000000,COMMERCIAL,98TH STREET,NB,NS,71, ,CHICAGO,1,Commercial & 98th Street,-87.550891500000006,41.717207680000001
6832,6645,3001.000000000000000,CALIFORNIA,SCHUBERT,SB,MT,52, ,CHICAGO,1,California & Schubert,-87.697631000000001,41.930270999999998
6833,6646,11785.000000000000000,HARLEM,WELLINGTON (north leg),SB,NS,90, ,CHICAGO,1,Harlem & Wellington,-87.806680299999996,41.934571259999998
6834,6647,7043.000000000000000,67TH STREET,CLYDE,EB,NS,"6,26,67", ,CHICAGO,1,67th Street & Clyde,-87.574142409999993,41.773424220000003
6835,6648,17148.000000000000000,71ST STREET,EBERHART,EB,FS,71, ,CHICAGO,1,71st Street & Eberhart,-87.612647039999999,41.765695330000000
6836,6649,8839.000000000000000,DAMEN,CLYBOURN/DIVERSEY,SB,NS,50, ,CHICAGO,1,Damen & Clybourn/Diversey,-87.678190560000004,41.932488880000001
6837,6650,5431.000000000000000,BROADWAY,GLENLAKE (north leg),NB,MT,36, ,CHICAGO,1,Broadway & Glenlake,-87.660210969999994,41.992731790000001
6838,6651,14977.000000000000000,HALSTED,103RD STREET,SB,FS,"8A,108", ,CHICAGO,1,Halsted & 103rd Street,-87.642951699999998,41.706738059999999
6839,6652,11628.000000000000000,CENTRAL,GIDDINGS,NB,NS,85, ,CHICAGO,1,Central & Giddings,-87.767358349999995,41.966317600000004
6840,6653,3660.000000000000000,HALSTED,96TH STREET (north leg),NB,NS,"8A,108", ,CHICAGO,1,Halsted & 96th Street,-87.643027000000004,41.719507000000000
6841,6654,10518.000000000000000,55TH STREET,ARTESIAN,EB,FT,55,N55,CHICAGO,1,55th Street & Artesian,-87.685653079999994,41.793786969999999
6842,6655,15846.000000000000000,MILWAUKEE,WOLCOTT/WOOD (north leg),SEB,FS,56, ,CHICAGO,1,Milwaukee & Wolcott/Wood,-87.672567819999998,41.907165829999997
6843,6656,3325.000000000000000,65TH STREET,5133 WEST,WB,MB,165, ,CHICAGO,1,5133 W 65th Street,-87.750251090000006,41.774686289999998
6844,6657,2318.000000000000000,STATE,46TH STREET,NB,NS,29, ,CHICAGO,1,State & 46th Street,-87.626002000000000,41.810899999999997
6845,6658,2320.000000000000000,STATE,44TH STREET,NB,NS,29, ,CHICAGO,1,State & 44th Street,-87.626080000000002,41.814526999999998
6846,6659,4401.000000000000000,ARCHER,LAMON,NEB,NT,"62,62H", ,CHICAGO,1,Archer & Lamon,-87.745421359999995,41.798206450000002
6847,6660,11202.000000000000000,LAWNDALE,28TH STREET,SB,NS,82, ,CHICAGO,1,Lawndale & 28th Street,-87.717195000000004,41.840758000000001
6848,6661,10014.000000000000000,KEDZIE,MARQUETTE RD,SB,NS,52A, ,CHICAGO,1,Kedzie & Marquette Rd,-87.703062279999997,41.771763370000002
6849,6662,11805.000000000000000,HARLEM,ROSCOE,NB,NS,90, ,CHICAGO,1,Harlem & Roscoe,-87.806792999999999,41.941502999999997
6850,6663,9663.000000000000000,AUSTIN,GRACE,NB,NS,91, ,CHICAGO,1,Austin & Grace,-87.776559000000006,41.949323999999997
6851,6664,1604.000000000000000,MICHIGAN,28TH STREET,SB,FS,"1,4",N4,CHICAGO,1,Michigan & 28th Street,-87.623656780000005,41.843128430000000
6852,6665,7.000000000000000,JACKSON,5351 WEST,EB,MB,126, ,CHICAGO,1,5351 W Jackson,-87.758925439999999,41.876551970000001
6853,6666,1633.000000000000000,51ST STREET,ST. LAWRENCE,EB,NS,15, ,CHICAGO,1,51st Street & St. Lawrence,-87.611445000000003,41.802107999999997
6854,6667,2470.000000000000000,COTTAGE GROVE,87TH STREET,NB,NS,4, ,CHICAGO,1,Cottage Grove & 87th Street,-87.604693679999997,41.736537689999999
6855,6668,12648.000000000000000,CHURCH,SHERMAN,EB,NS,"201,205", ,EVANSTON,1,Church & Sherman,-87.682010370000000,42.048441189999998
6856,6669,7233.000000000000000,SOUTH CHICAGO,DORCHESTER,SEB,NT,30, ,CHICAGO,1,South Chicago & Dorchester,-87.591422679999994,41.755558160000000
6857,6670,10441.000000000000000,SKOKIE BLVD,MAIN,NB,NS,54A, ,SKOKIE,1,Skokie Blvd & Main,-87.747093149999998,42.033457380000002
6858,6671,3522.000000000000000,HOWARD,DEWEY,WB,NS,97, ,EVANSTON,2,Howard & Dewey,-87.696182820000004,42.019466840000000
6859,6672,2467.000000000000000,COTTAGE GROVE,90TH STREET,NB,NS,4, ,CHICAGO,1,Cottage Grove & 90th Street,-87.604557940000007,41.731089290000000
6860,6673,10829.000000000000000,71ST STREET,EAST END (east leg),WB,NS,71, ,CHICAGO,1,71st Street & East End,-87.582584999999995,41.766221999999999
6861,6674,12553.000000000000000,ADDISON,FREMONT,WB,NS, , ,CHICAGO,1,Addison & Fremont,-87.651795730000003,41.947349619999997
6862,6675,9303.000000000000000,BELMONT,SOUTHPORT,WB,NS,77,N77,CHICAGO,1,Belmont & Southport,-87.663631580000001,41.939836300000003
6863,6676,15726.000000000000000,HARLEM,NORTH AVENUE,SB,NS,"90,307", ,ELMWOOD PARK,1,Harlem & North Ave,-87.805994839999997,41.909014669999998
6864,6677,15150.000000000000000,CENTRAL,BERTEAU,NB,FS,85, ,CHICAGO,1,Central & Berteau,-87.767006359999996,41.956950110000001
6865,6678,10617.000000000000000,55TH STREET,SACRAMENTO,WB,FS,55,N55,CHICAGO,1,55th Street & Sacramento,-87.698941189999999,41.793662189999999
6866,6679,13053.000000000000000,59TH STREET,WELLS,WB,FS,59, ,CHICAGO,1,59th Street & Wells,-87.632039120000002,41.787360090000000
6867,6680,3802.000000000000000,LAWRENCE,KEDZIE,WB,NS,81,N81,CHICAGO,1,Lawrence & Kedzie,-87.708293499999996,41.968532490000001
6868,6681,7145.000000000000000,47TH STREET,DREXEL,WB,FS,47, ,CHICAGO,1,47th Street & Drexel,-87.604544270000005,41.809626580000000
6869,6682,2909.000000000000000,111TH STREET,MICHIGAN,WB,FS,111, ,CHICAGO,1,111th Street & Michigan,-87.621293660000006,41.692673610000000
6870,6683,10578.000000000000000,55TH STREET,COTTAGE GROVE,WB,NS,55,N55,CHICAGO,1,55th Street & Cottage Grove,-87.606050569999994,41.795048790000003
6871,6684,9327.000000000000000,BELMONT,LAVERGNE,WB,NS,77,N77,CHICAGO,1,Belmont & Lavergne,-87.751686149999998,41.938825039999998
6872,6685,15173.000000000000000,16TH STREET,KEELER,WB,FS,18, ,CHICAGO,1,16th Street & Keeler,-87.730101239999996,41.858854209999997
6873,6686,11077.000000000000000,DIVERSEY,PULASKI,WB,NS,76, ,CHICAGO,1,Diversey & Pulaski,-87.726769970000007,41.931865250000001
6874,6687,971.000000000000000,NORTH AVENUE,KOSTNER/GRAND,WB,FS,72, ,CHICAGO,1,North Ave & Kostner/Grand,-87.736801999999997,41.909844999999997
6875,6688,8114.000000000000000,47TH STREET,KOSTNER,WB,NT,47, ,CHICAGO,1,47th Street & Kostner,-87.733348039999996,41.807807990000001
6876,6689,14893.000000000000000,75TH STREET,SOUTH SHORE,WB,FS,"N5,71,75", ,CHICAGO,1,75th Street & South Shore,-87.557499469999996,41.760495329999998
6877,6690,1030.000000000000000,SHERIDAN 6400N,WINTHROP,EB,FS,"136,147,151",0,CHICAGO,1,Sheridan & Winthrop,-87.658446249999997,41.998120680000000
6878,6691,1684.000000000000000,WESTERN,LUNT,NB,NS,49B, ,CHICAGO,1,Western & Lunt,-87.690044850000007,42.008517900000001
6879,6692,8906.000000000000000,DAMEN,OGDEN,NB,NS,50, ,CHICAGO,1,Damen & Ogden,-87.676313879999995,41.872636839999998
6880,6693,2509.000000000000000,COTTAGE GROVE,49TH STREET,NB,NS,4,N4,CHICAGO,1,Cottage Grove & 49th Street,-87.606390000000005,41.805728000000002
6881,6694,3874.000000000000000,LARAMIE,AUGUSTA,NB,NS,57, ,CHICAGO,1,Laramie & Augusta,-87.755606000000000,41.898499000000001
6882,6695,11215.000000000000000,CENTRAL PARK,CERMAK,NB,NS,82, ,CHICAGO,1,Central Park & Cermak,-87.714902280000004,41.851548059999999
6883,6696,11286.000000000000000,KIMBALL,CARMEN (north leg),NB,NS,82, ,CHICAGO,1,Kimball & Carmen,-87.713405739999999,41.973969910000001
6884,6697,14227.000000000000000,WASHINGTON,STATE,EB,NS,N22,"N22,N62",CHICAGO,1,Washington & State,-87.628747559999994,41.883132060000001
6885,6698,8054.000000000000000,43RD STREET,KING DRIVE,EB,NS,43, ,CHICAGO,1,43rd Street & King Drive,-87.617193409999999,41.816572010000002
6886,6699,17034.000000000000000,47TH STREET,COTTAGE GROVE,EB,FS,47, ,CHICAGO,1,47th Street & Cottage Grove,-87.606304170000001,41.809466870000001
6887,6700,538.000000000000000,CHICAGO,KEDZIE,EB,NS,66,N66,CHICAGO,1,Chicago & Kedzie,-87.706690890000004,41.895474229999998
6888,6701,12982.000000000000000,59TH STREET,LOOMIS,EB,NS,59, ,CHICAGO,1,59th Street & Loomis,-87.659655839999999,41.786746979999997
6889,6702,12241.000000000000000,106TH STREET,EWING,EB,NS,100, ,CHICAGO,1,106th Street & Ewing,-87.535430030000001,41.702669040000004
6890,6703,567.000000000000000,CHICAGO,LARRABEE,EB,FS,66,N66,CHICAGO,1,Chicago & Larrabee,-87.642733730000003,41.896388090000002
6891,6704,8166.000000000000000,47TH STREET,LOOMIS,EB,NS,47, ,CHICAGO,1,47th Street & Loomis,-87.660232699999995,41.808600830000003
6892,6705,2535.000000000000000,35TH STREET,COTTAGE GROVE,EB,NS,4,N4,CHICAGO,1,35th Street & Cottage Grove,-87.611076530000005,41.831080640000003
6893,6706,727.000000000000000,GRAND,WOOD,EB,NS,65, ,CHICAGO,1,Grand & Wood,-87.672141719999999,41.890840789999999
6894,6895,14370.000000000000000,DODGE,GREENLEAF,NB,NS,"93,206", ,EVANSTON,2,Dodge & Greenleaf,-87.699008829999997,42.037360479999997
6895,6896,12359.000000000000000,VINCENNES,CHELSEA PLACE,SB,NS,112, ,CHICAGO,1,Vincennes & Chelsea Place,-87.662820109999998,41.692974790000001
6896,6897,1805.000000000000000,CLARK,BERWYN,SB,NS,22,N22,CHICAGO,1,Clark & Berwyn,-87.668401000000003,41.978065000000001
6897,6898,14109.000000000000000,JEFFERSON PARK,BLUE LINE STATION/NORTH B,SWB,TERM,88, ,CHICAGO,1,Jefferson Park Transit Center,-87.761578860000000,41.969684270000002
6898,6899,17992.000000000000000,CICERO,23RD STREET,NB,NT,"54,54B,N60",N60,CICERO,1,Cicero & 23rd Street,-87.744106849999994,41.849157589999997
6899,6900,17993.000000000000000,CENTRAL,WILSON (south leg),SB,FT,85, ,CHICAGO,1,Central & Wilson,-87.767428969999997,41.963866760000002
6900,6901,17994.000000000000000,DIVERSEY,MEADE,EB,FS,76, ,CHICAGO,1,Diversey & Meade,-87.778119579999995,41.931051969999999
6901,6902,17995.000000000000000,HARRISON,JEFFERSON,EB,FS,"7,36,60,125",N60,CHICAGO,1,Harrison & Jefferson,-87.642121410000001,41.874306689999997
6902,6903,17997.000000000000000,ASHLAND,45TH STREET,SB,FS,9,N9,CHICAGO,1,Ashland & 45th Street,-87.665186579999997,41.812026549999999
6903,6904,17998.000000000000000,ASHLAND,48TH STREET,SB,FS,9,N9,CHICAGO,1,Ashland & 48th Street,-87.665043190000006,41.806511749999999
6904,6905,18000.000000000000000,ASHLAND,61ST STREET,SB,FS,9,N9,CHICAGO,1,Ashland & 61st Street,-87.664428229999999,41.782851800000003
6905,6906,18006.000000000000000,COTTAGE GROVE,65TH STREET,NB,FS,4, ,CHICAGO,1,Cottage Grove & 65th Street,-87.605744979999997,41.777012030000002
6906,6907,18001.000000000000000,ASHLAND,59TH STREET,NB,FS,9,N9,CHICAGO,1,Ashland & 59th Street,-87.664258160000003,41.787025900000003
6907,6908,18002.000000000000000,ASHLAND,51ST STREET,NB,FS,"9,X9",N9,CHICAGO,1,Ashland & 51st Street,-87.664638299999993,41.801566860000001
6908,6909,18004.000000000000000,ASHLAND,48TH STREET,NB,FS,9,N9,CHICAGO,1,Ashland & 48th Street,-87.664798649999994,41.806930760000000
6909,6910,18005.000000000000000,COTTAGE GROVE,67TH STREET,NB,FS,4, ,CHICAGO,1,Cottage Grove & 67th Street,-87.605638360000000,41.773314149999997
6910,6911,18007.000000000000000,COTTAGE GROVE,64TH STREET,NB,FS,4, ,CHICAGO,1,Cottage Grove & 64th Street,-87.605788329999996,41.778779170000000
6911,6912,18008.000000000000000,COTTAGE GROVE,64TH STREET,SB,FS,4, ,CHICAGO,1,Cottage Grove & 64th Street,-87.605992970000003,41.778344250000004
6912,6913,18009.000000000000000,HALSTED,JACKSON,NB,FS,8, ,CHICAGO,1,Halsted & Jackson,-87.647166179999999,41.878154360000003
6913,6914,18015.000000000000000,DODGE,DEMPSTER,SB,FS,"93,206", ,EVANSTON,2,Dodge & Dempster,-87.699237539999999,42.040961420000002
6914,6915,18010.000000000000000,BROADWAY,FOSTER,SB,FS,36, ,CHICAGO,1,Broadway & Foster,-87.659969799999999,41.976118069999998
6915,6916,18016.000000000000000,STATE,94TH STREET,NB,FS,29, ,CHICAGO,5,State & 94th Street,-87.623728080000006,41.723882760000002
6916,6917,18023.000000000000000,51ST STREET,RACINE,EB,FS,51, ,CHICAGO,1,51st Street & Racine,-87.654727859999994,41.801388410000001
6917,6918,18011.000000000000000,HALSTED,RANDOLPH,NB,FS,8, ,CHICAGO,1,Halsted & Randolph,-87.647352900000001,41.884724970000001
6918,6919,18012.000000000000000,ELLIS,5800 SOUTH,SB,MB,"171,172", ,CHICAGO,1,5800 S Ellis,-87.601318550000002,41.789408280000004
6919,6920,18018.000000000000000,55TH STREET,UNIVERSITY,EB,FS,55,N55,CHICAGO,5,55th Street & University,-87.597908849999996,41.794961809999997
6920,6921,18019.000000000000000,PERSHING,ASHLAND,EB,FS,39, ,CHICAGO,1,Pershing & Ashland,-87.664353779999999,41.823060720000001
6921,6922,18020.000000000000000,ASHLAND,PERSHING,SB,FS,"9,X9",N9,CHICAGO,1,Ashland & Pershing,-87.665584740000000,41.822420559999998
6922,6923,18022.000000000000000,51ST STREET,LOOMIS,EB,FS,51, ,CHICAGO,1,51st Street & Loomis,-87.659614590000004,41.801317390000001
6923,6924,18024.000000000000000,51ST STREET,MORGAN,WB,FS,51, ,CHICAGO,1,51st Street & Morgan,-87.650578789999997,41.801580049999998
6924,6925,18025.000000000000000,51ST STREET,LOOMIS,WB,FS,51, ,CHICAGO,1,51st Street & Loomis,-87.660218090000001,41.801447609999997
6925,6926,18026.000000000000000,51ST STREET,ASHLAND,WB,FS,51, ,CHICAGO,1,51st Street & Ashland,-87.665126430000001,41.801382050000001
6926,6927,18027.000000000000000,75TH STREET,DORCHESTER,WB,FS,75, ,CHICAGO,1,75th Street & Dorchester,-87.591112319999993,41.758790769999997
6927,6928,18029.000000000000000,59TH STREET,KEDZIE,EB,FS,59, ,CHICAGO,1,59th Street & Kedzie,-87.703075220000002,41.786184230000003
6928,6929,18030.000000000000000,59TH STREET,KEDZIE,WB,FS,59, ,CHICAGO,1,59th Street & Kedzie,-87.703606570000005,41.786314179999998
6929,6930,18031.000000000000000,59TH STREET,PULASKI,WB,FS,59, ,CHICAGO,1,59th Street & Pulaski,-87.723271080000004,41.785998810000002
6930,6931,18032.000000000000000,GARFIELD,LASALLE,WB,NT,55,N55,CHICAGO,1,Garfield & LaSalle,-87.629167879999997,41.794647939999997
6931,6932,18033.000000000000000,CLARK,WAVELAND,NB,FS,22,N22,CHICAGO,5,Clark & Waveland,-87.658181380000002,41.949384920000000
6932,6933,18037.000000000000000,59TH STREET,ST. LOUIS,EB,FS,59, ,CHICAGO,1,59th Street & St. Louis,-87.710369279999995,41.786082030000003
6933,6934,18043.000000000000000,STATE,51ST STREET,NB,FS,29, ,CHICAGO,1,State & 51st Street,-87.625766690000006,41.802075049999999
6934,6935,18044.000000000000000,HARLEM,ALTGELD (south leg),SB,FT,90, ,ELMWOOD PARK,1,Harlem & Altgeld,-87.806435629999996,41.925176389999997
6935,6936,18045.000000000000000,EMERSON,DEWEY,EB,NT,93, ,EVANSTON,1,Emerson & Dewey,-87.696146979999995,42.052074900000001
6936,6937,18046.000000000000000,EMERSON,DEWEY,WB,NS,93, ,EVANSTON,1,Emerson & Dewey,-87.695609059999995,42.052213760000001
6937,6938,18047.000000000000000,MADISON,SPRINGFIELD,EB,FS,20,N20,CHICAGO,1,Madison & Springfield,-87.722860769999997,41.880703279999999
6938,6939,18050.000000000000000,60TH STREET,915 EAST,EB,MB,2, ,CHICAGO,1,915 E. 60th Street,-87.603831430000000,41.785864040000000
6939,6940,18051.000000000000000,CERMAK,GREEN LINE STATION,WB,MB,21, ,CHICAGO,1,Cermak-McCormick Place Green Line Station,-87.626367900000005,41.852917959999999
6940,6941,18052.000000000000000,CERMAK,GREEN LINE STATION,EB,MB,21, ,CHICAGO,1,Cermak-McCormick Place Green Line Station,-87.626367419999994,41.852795610000001
6941,6942,18064.000000000000000,ARMITAGE,BROWN LINE STATION,WB,MB,73, ,CHICAGO,1,Armitage Station (Brown Line),-87.652581280000007,41.918203179999999
6942,6943,18067.000000000000000,FOREST PRES DR,OAK PARK,NEB,FS,78, ,CHICAGO,1,Forest Preserve Avenue & Oak Park,-87.797339949999994,41.958430790000001
6943,6944,18066.000000000000000,FOREST PRES DR,OAK PARK,SWB,NS,78, ,CHICAGO,1,Forest Preserve Avenue & Oak Park,-87.797521259999996,41.958701880000000
6944,6945,12678.000000000000000,CHURCH,ASBURY,WB,FS,205, ,EVANSTON,2,Church & Asbury,-87.690199570000004,42.048671210000002
6945,6946,3456.000000000000000,95TH STREET,RR CROSSING east of EGGLE,WB,NS,"N9,95,108,112",N9,CHICAGO,1,95th Street & Eggleston,-87.633215000000007,41.721670000000003
6946,6947,720.000000000000000,GRAND,CAMPBELL,EB,NS,65, ,CHICAGO,1,Grand & Campbell,-87.689282550000001,41.891308440000003
6947,6948,12950.000000000000000,31ST STREET,PULASKI,WB,FS,"35,53A,82", ,CHICAGO,1,31st Street & Pulaski,-87.724725260000000,41.836941560000000
6948,6949,11789.000000000000000,HARLEM,WRIGHTWOOD (north leg),SB,NS,90, ,ELMWOOD PARK,1,Harlem & Wrightwood,-87.806521649999993,41.927869790000003
6949,6950,11578.000000000000000,CENTRAL,ADAMS,NB,NS,85, ,CHICAGO,1,Central & Adams,-87.764702000000000,41.878259999999997
6950,6951,5440.000000000000000,MILWAUKEE,CULLOM,SEB,NS,56, ,CHICAGO,1,Milwaukee & Cullom,-87.753105379999994,41.958892910000003
6951,6952,1497.000000000000000,LINCOLN,FRANCISCO,NWB,FT,11, ,CHICAGO,1,Lincoln & Francisco,-87.701378000000005,41.986924000000002
6952,6953,12231.000000000000000,106TH STREET,TORRENCE,EB,FS,"26,100", ,CHICAGO,1,106th Street & Torrence,-87.559069739999998,41.702692929999998
6953,6954,12020.000000000000000,STONY ISLAND,93RD STREET,SB,FS,"N5,95,28",N5,CHICAGO,1,Stony Island & 93rd Street,-87.585489999999993,41.725830999999999
6954,6955,4682.000000000000000,63RD STREET,NOTTINGHAM,WB,NT,63W, ,CHICAGO,1,63rd Street & Nottingham,-87.798271990000003,41.777450680000001
6955,6956,11104.000000000000000,DIVERSEY,NORMANDY,WB,NS,76, ,CHICAGO,1,Diversey & Normandy,-87.792882460000001,41.930966359999999
6956,6957,9304.000000000000000,BELMONT,GREENVIEW,WB,NS,77,N77,CHICAGO,1,Belmont & Greenview,-87.666040310000000,41.939824850000001
6957,6958,5345.000000000000000,BROADWAY,ARGYLE (north leg),SB,NS,36, ,CHICAGO,1,Broadway & Argyle,-87.659892310000004,41.973311549999998
6958,6959,15033.000000000000000,COTTAGE GROVE,103RD STREET,NB,FS,"4,115", ,CHICAGO,1,Cottage Grove & 103rd Street,-87.606336619999993,41.707817960000000
6959,6960,16088.000000000000000,MADISON,TALMAN,EB,NT,20,N20,CHICAGO,1,Madison & Talman,-87.692293649999996,41.881033010000003
6960,6961,421.000000000000000,MADISON,WASHTENAW,EB,NS,20,N20,CHICAGO,1,Madison & Washtenaw,-87.694047999999995,41.881032449999999
6961,6962,425.000000000000000,MADISON,OAKLEY,EB,NS,20,N20,CHICAGO,1,Madison & Oakley,-87.684109960000001,41.881127970000001
6962,6963,5333.000000000000000,BROADWAY,ELMDALE,SB,NS,36, ,CHICAGO,1,Broadway & Elmdale,-87.660411089999997,41.990989630000001
6963,6964,17519.000000000000000,KIMBALL,FULLERTON,NB,FS,82, ,CHICAGO,1,Kimball & Fullerton,-87.712016640000002,41.924951510000000
6964,6965,17533.000000000000000,59TH STREET,HOYNE,WB,FS,59, ,CHICAGO,1,59th Street & Hoyne,-87.676880380000000,41.786648440000000
6965,6966,17535.000000000000000,CENTRAL,SCHOOL,NB,FS,85, ,CHICAGO,1,Central & School,-87.766515330000004,41.940762380000002
6966,6967,17511.000000000000000,CENTRAL STREET,EASTWOOD,WB,NS,201, ,EVANSTON,2,Central Street & Eastwood,-87.695499830000003,42.064397860000000
6967,6968,482.000000000000000,MADISON,SPAULDING,WB,MT,20,N20,CHICAGO,1,Madison & Spaulding,-87.708572000000004,41.880991999999999
6968,6969,6889.000000000000000,CERMAK,KILBOURN,WB,NS,21, ,CHICAGO,1,Cermak & Kilbourn,-87.736756119999995,41.851546970000001
6969,6970,7410.000000000000000,69TH STREET,CALUMET,WB,NS,"N5,30,67",N5,CHICAGO,1,69th Street & Calumet,-87.616738459999993,41.769380800000000
6970,6971,3201.000000000000000,CALIFORNIA,BARRY,NB,NS,52, ,CHICAGO,1,California & Barry,-87.697668780000001,41.937462480000001
6971,6972,1171.000000000000000,SHERIDAN,BELLE PLAINE,NB,FS,151, ,CHICAGO,1,Sheridan & Belle Plaine,-87.654532689999996,41.956674870000001
6972,6973,15283.000000000000000,NORTH AVENUE,CENTRAL,WB,FS,72, ,CHICAGO,1,North Ave & Central,-87.766125310000007,41.909482879999999
6973,6974,13191.000000000000000,OGDEN,ROOSEVELT,NEB,FS,12, ,CHICAGO,1,Ogden & Roosevelt,-87.683161470000002,41.867000279999999
6974,6975,15252.000000000000000,COTTAGE GROVE,91ST STREET,SB,FS,4, ,CHICAGO,1,Cottage Grove & 91st Street,-87.604767510000002,41.729120049999999
6975,6976,15388.000000000000000,ARCHER,MULLIGAN,NEB,NS,"62,62H", ,CHICAGO,1,Archer & Mulligan,-87.780516050000003,41.792597510000000
6976,6977,11570.000000000000000,CENTRAL,WASHINGTON,SB,NS,85, ,CHICAGO,1,Central & Washington,-87.765036620000004,41.882352750000003
6977,6978,7190.000000000000000,STONY ISLAND,75TH STREET,SB,NS,28, ,CHICAGO,1,Stony Island & 75th Street,-87.586245849999997,41.758869429999997
6978,6979,14640.000000000000000,HIGGINS,AUSTIN,SEB,FS,88, ,CHICAGO,1,Higgins & Austin,-87.777929650000004,41.973027020000004
6979,6980,5438.000000000000000,MILWAUKEE,SUNNYSIDE,SEB,NS,56, ,CHICAGO,1,Milwaukee & Sunnyside,-87.756293490000004,41.962599370000000
6980,6981,8822.000000000000000,DAMEN,MONTROSE,SB,NS,50, ,CHICAGO,1,Damen & Montrose,-87.679063639999995,41.961576839999999
